Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,anomaly
1977,CA-2015-110408,2015-10-18,20/10/2015,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,-1
1987,CA-2017-147417,2017-07-25,27/07/2017,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,-1
1989,CA-2016-127509,2016-11-09,13/11/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,-1
2021,CA-2017-168354,2017-09-19,21/09/2017,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,-1
2057,CA-2018-120376,2018-12-22,25/12/2018,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227.0,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,-1
2114,CA-2016-164882,2016-10-31,31/10/2016,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374.0,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1295.84,-1
2142,CA-2015-159520,2015-06-06,11/06/2015,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,-1
2183,CA-2017-128818,2017-05-07,11/05/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,-1
2190,CA-2018-143063,2018-08-10,15/08/2018,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1454.49,-1
2221,CA-2018-130841,2018-07-28,01/08/2018,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,-1
2240,CA-2017-146633,2017-11-15,17/11/2017,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,-1
2258,CA-2018-105214,2018-06-16,19/06/2018,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122.0,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,-1
2274,CA-2016-142944,2016-03-06,11/03/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122.0,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,-1
2299,CA-2016-113145,2016-11-01,05/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,-1
2354,CA-2016-111514,2016-08-31,02/09/2016,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122.0,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,-1
2358,US-2015-148838,2015-03-17,21/03/2015,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024.0,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,-1
2359,US-2015-148838,2015-03-17,21/03/2015,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024.0,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,1071.576,-1
2392,US-2016-127040,2016-12-06,10/12/2016,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,-1
2405,CA-2018-108574,2018-10-07,11/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,-1
2419,CA-2017-107202,2017-05-21,28/05/2017,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431.0,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,-1
2477,CA-2017-114972,2017-11-03,06/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032.0,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,-1
2478,CA-2018-102750,2018-09-04,08/09/2018,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,90036.0,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,-1
2482,CA-2018-147956,2018-12-24,31/12/2018,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105.0,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,-1
2484,CA-2018-126067,2018-08-28,03/09/2018,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105.0,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,-1
2493,CA-2015-144624,2015-11-19,23/11/2015,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701.0,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81,-1
2506,CA-2015-143917,2015-07-25,27/07/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,-1
2511,CA-2017-136812,2017-11-18,23/11/2017,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,-1
2535,US-2018-117723,2018-08-15,18/08/2018,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,-1
2540,CA-2016-113404,2016-07-16,16/07/2016,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122.0,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704,-1
2549,US-2016-128090,2016-08-16,22/08/2016,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023.0,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,-1
2559,CA-2016-147788,2016-05-31,04/06/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057.0,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,-1
2568,CA-2018-123967,2018-11-01,03/11/2018,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226.0,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2665.62,-1
2573,CA-2017-155845,2017-08-12,15/08/2017,Second Class,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,75007.0,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.944,-1
2603,CA-2017-165848,2017-06-04,04/06/2017,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035.0,East,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,-1
2610,CA-2015-127446,2015-11-25,30/11/2015,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.735,-1
2624,CA-2018-127180,2018-10-22,24/10/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968,-1
2625,CA-2018-127180,2018-10-22,24/10/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.6,-1
2655,CA-2018-112515,2018-09-17,21/09/2018,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,-1
2661,CA-2018-123372,2018-11-28,02/12/2018,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,1979.89,-1
2674,CA-2015-126403,2015-09-09,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,-1
2698,CA-2015-145317,2015-03-18,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,-1
2710,CA-2016-121797,2016-01-30,06/02/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,-1
2756,CA-2016-155306,2016-04-17,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,-1
2768,CA-2018-167752,2018-01-15,18/01/2018,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,-1
2794,CA-2015-154599,2015-04-12,17/04/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,-1
2814,CA-2016-135685,2016-11-16,18/11/2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,-1
2819,CA-2016-104626,2016-09-01,08/09/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,-1
2841,US-2015-125521,2015-03-14,19/03/2015,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320.0,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,-1
2849,CA-2018-157854,2018-04-08,15/04/2018,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,-1
2857,CA-2017-128594,2017-08-26,29/08/2017,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,-1
2861,CA-2018-138975,2018-05-19,23/05/2018,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318.0,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,-1
2877,US-2017-167339,2017-01-21,23/01/2017,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,-1
2898,US-2017-164630,2017-01-04,09/01/2017,Standard Class,EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,28205.0,South,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.968,-1
2929,US-2018-120390,2018-10-19,26/10/2018,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Burlington,North Carolina,27217.0,South,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1633.188,-1
2942,CA-2018-155880,2018-03-25,31/03/2018,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56,-1
2988,CA-2017-139269,2017-05-25,30/05/2017,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,-1
3012,CA-2018-134845,2018-04-17,23/04/2018,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027.0,West,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.985,-1
3044,CA-2018-149559,2018-09-11,12/09/2018,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805.0,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272,-1
3045,CA-2016-135174,2016-04-30,02/05/2016,Second Class,BP-11230,Benjamin Patterson,Consumer,United States,Troy,Ohio,45373.0,East,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1022.97,-1
3056,US-2016-100377,2016-08-28,01/09/2016,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,Chicago,Illinois,60623.0,Central,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,-1
3071,CA-2015-119375,2015-11-17,22/11/2015,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711.0,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,-1
3078,CA-2015-143903,2015-07-20,24/07/2015,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,-1
3119,CA-2016-121720,2016-06-11,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92,-1
3125,CA-2016-121720,2016-06-11,12/06/2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,-1
3151,CA-2016-147830,2016-12-15,18/12/2016,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055.0,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,-1
3152,CA-2016-147830,2016-12-15,18/12/2016,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055.0,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,-1
3184,CA-2018-152912,2018-11-09,12/11/2018,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,-1
3274,CA-2018-133865,2018-05-08,12/05/2018,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032.0,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,-1
3281,CA-2015-102988,2015-04-05,09/04/2015,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304.0,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,-1
3296,CA-2018-113418,2018-10-01,03/10/2018,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035.0,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,-1
3299,CA-2018-136308,2018-11-16,16/11/2018,Same Day,MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,94122.0,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,-1
3371,CA-2017-134887,2017-03-25,25/03/2017,Same Day,TB-21280,Toby Braunhardt,Consumer,United States,Norman,Oklahoma,73071.0,Central,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,1287.45,-1
3385,CA-2016-130659,2016-12-04,09/12/2016,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1799.75,-1
3392,CA-2015-166471,2015-08-09,13/08/2015,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Seattle,Washington,98103.0,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,-1
3427,CA-2016-153381,2016-09-24,28/09/2016,Standard Class,DE-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,52001.0,Central,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1408.1,-1
3444,CA-2018-168858,2018-11-19,23/11/2018,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,New York City,New York,10011.0,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,-1
3481,CA-2017-131289,2017-12-08,14/12/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,94110.0,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,-1
3485,CA-2015-124688,2015-08-27,29/08/2015,First Class,CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,-1
3567,CA-2018-103877,2018-09-07,14/09/2018,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Independence,Missouri,64055.0,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,1577.94,-1
3570,CA-2018-168109,2018-07-03,03/07/2018,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105.0,West,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,2395.2,-1
3571,CA-2018-168109,2018-07-03,03/07/2018,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105.0,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,-1
3581,CA-2017-104157,2017-07-25,29/07/2017,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212.0,South,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2430.08,-1
3588,CA-2018-121839,2018-09-24,28/09/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Lancaster,Ohio,43130.0,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1169.694,-1
3589,CA-2018-158729,2018-12-19,21/12/2018,First Class,AC-10450,Amy Cox,Consumer,United States,Lafayette,Louisiana,70506.0,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,-1
3591,CA-2018-146535,2018-11-24,30/11/2018,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Richmond,Kentucky,40475.0,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,1443.96,-1
3629,CA-2015-169726,2015-08-09,13/08/2015,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,2060.744,-1
3733,CA-2016-109575,2016-09-18,23/09/2016,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735.0,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1259.93,-1
3769,CA-2015-153913,2015-12-16,20/12/2015,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,33012.0,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1013.832,-1
3771,CA-2017-155530,2017-12-17,21/12/2017,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,San Francisco,California,94122.0,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,2003.52,-1
3787,CA-2017-144218,2017-10-31,04/11/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,90045.0,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.42,-1
3800,CA-2018-147760,2018-11-04,05/11/2018,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Greensboro,North Carolina,27405.0,South,TEC-PH-10002483,Technology,Phones,Motorola Moto X,1359.96,-1
3819,CA-2016-102582,2016-09-15,19/09/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608.0,South,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",1056.86,-1
3824,CA-2016-140984,2016-09-14,18/09/2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,991.2,-1
3828,CA-2018-141733,2018-05-07,11/05/2018,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,48234.0,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,-1
3834,CA-2015-105984,2015-11-24,24/11/2015,Same Day,MY-18295,Muhammed Yedwab,Corporate,United States,Columbus,Ohio,43229.0,East,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1049.97,-1
3892,US-2017-163881,2017-11-24,30/11/2017,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1684.752,-1
3940,US-2017-143448,2017-12-10,10/12/2017,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,46142.0,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9,-1
3984,CA-2017-135265,2017-07-07,09/07/2017,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,90045.0,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,-1
3987,CA-2018-112333,2018-04-08,14/04/2018,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060.0,East,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,-1
4056,CA-2015-122931,2015-09-29,03/10/2015,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,-1
4069,CA-2015-102673,2015-11-01,05/11/2015,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205.0,South,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,-1
4073,CA-2016-156104,2016-12-06,08/12/2016,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Indianapolis,Indiana,46203.0,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,-1
4094,CA-2016-102491,2016-08-24,28/08/2016,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042.0,South,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080.0,-1
4099,CA-2015-116904,2015-09-23,28/09/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95,-1
4116,CA-2017-163573,2017-11-24,27/11/2017,First Class,AC-10450,Amy Cox,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1219.96,-1
4129,CA-2015-127299,2015-09-19,24/09/2015,Standard Class,JL-15835,John Lee,Consumer,United States,Charlotte,North Carolina,28205.0,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2624.985,-1
4137,CA-2018-105914,2018-10-02,08/10/2018,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036.0,West,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1575.14,-1
4191,CA-2018-166709,2018-11-17,22/11/2018,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Newark,Delaware,19711.0,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10499.97,-1
4209,CA-2015-145387,2015-10-31,02/11/2015,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920.0,East,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,1604.9,-1
4219,CA-2018-149881,2018-04-01,03/04/2018,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110.0,West,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.984,-1
4247,CA-2018-117702,2018-11-28,04/12/2018,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215.0,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,-1
4278,US-2017-107440,2017-04-16,20/04/2017,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701.0,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",9099.93,-1
4284,CA-2015-103100,2015-12-20,23/12/2015,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,-1
4298,CA-2018-129021,2018-08-23,26/08/2018,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303.0,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,4367.896,-1
